Orthogroup	Acaulospora-colombiana-protein	Acaulospora-morrowiae-protein	Ambispora-gerdemannii-protein	Ambispora-leptoticha-protein	Cetraspora-pellucida-protein	Claroideoglomus-candidum-CCK-protein	Claroideoglomus-lamellosum-protein	Dentiscutata-heterogama-protein	Diversispora-eburnea-protein	Diversispora-epigaea-protein	Diversispora-erythropus-protein	Funneliformis-caledonium-protein	Funneliformis-mosseae-protein	Geosiphon-pyriformis-protein	Gigaspora-margarita-BEG34-protein	Gigaspora-rosea-FL-protein	Innospora-majewskii-protein	Paraglomus-brasilianum-protein	Paroglomus-occultum-protein	Racocetra-persica-protein	Rhizophagus-cerebriforme-protein	Rhizophagus-clarus-protein	Rhizophagus-diaphanus-protein	Rhizophagus-fulgida-protein	Rhizophagus-irregularis-protein	Scutellospora-calospora-protein	Septoglomus-turnauae-protein
OG0072211																						GES82208.1					
OG0072212																						GES82219.1					
OG0072213																						GES82258.1					
OG0072214																						GES82270.1					
OG0072215																						GES82271.1					
OG0072216																						GES82294.1					
OG0072217																						GES82296.1					
OG0072218																						GES82349.1					
OG0072219																						GES82350.1					
OG0072220																						GES82351.1					
OG0072221																						GES82352.1					
OG0072222																						GES82357.1					
OG0072223																						GES82358.1					
OG0072224																						GES82359.1					
OG0072225																						GES82365.1					
OG0072226																						GES82367.1					
OG0072227																						GES82371.1					
OG0072228																						GES82375.1					
OG0072229																						GES82376.1					
OG0072230																						GES82382.1					
OG0072231																						GES82383.1					
OG0072232																						GES82389.1					
OG0072233																						GES82405.1					
OG0072234																						GES82416.1					
OG0072235																						GES82465.1					
OG0072236																						GES82466.1					
OG0072237																						GES82468.1					
OG0072238																						GES82518.1					
OG0072239																						GES82554.1					
OG0072240																						GES82567.1					
OG0072241																						GES82569.1					
OG0072242																						GES82574.1					
OG0072243																						GES82576.1					
OG0072244																						GES82584.1					
OG0072245																						GES82610.1					
OG0072246																						GES82620.1					
OG0072247																						GES82625.1					
OG0072248																						GES82647.1					
OG0072249																						GES82684.1					
OG0072250																						GES82775.1					
OG0072251																						GES82817.1					
OG0072252																						GES82861.1					
OG0072253																						GES82864.1					
OG0072254																						GES82866.1					
OG0072255																						GES82916.1					
OG0072256																						GES82924.1					
OG0072257																						GES82945.1					
OG0072258																						GES83012.1					
OG0072259																						GES83031.1					
OG0072260																						GES83042.1					
OG0072261																						GES83046.1					
OG0072262																						GES83071.1					
OG0072263																						GES83116.1					
OG0072264																						GES83125.1					
OG0072265																						GES83131.1					
OG0072266																						GES83132.1					
OG0072267																						GES83136.1					
OG0072268																						GES83161.1					
OG0072269																						GES83187.1					
OG0072270																						GES83190.1					
OG0072271																						GES83201.1					
OG0072272																						GES83208.1					
OG0072273																						GES83219.1					
OG0072274																						GES83232.1					
OG0072275																						GES83233.1					
OG0072276																						GES83245.1					
OG0072277																						GES83247.1					
OG0072278																						GES83253.1					
OG0072279																						GES83256.1					
OG0072280																						GES83257.1					
OG0072281																						GES83259.1					
OG0072282																						GES83264.1					
OG0072283																						GES83274.1					
OG0072284																						GES83275.1					
OG0072285																						GES83276.1					
OG0072286																						GES83283.1					
OG0072287																						GES83316.1					
OG0072288																						GES83323.1					
OG0072289																						GES83334.1					
OG0072290																						GES83541.1					
OG0072291																						GES83565.1					
OG0072292																						GES83566.1					
OG0072293																						GES83570.1					
OG0072294																						GES83574.1					
OG0072295																						GES83575.1					
OG0072296																						GES83577.1					
OG0072297																						GES83578.1					
OG0072298																						GES83579.1					
OG0072299																						GES83581.1					
OG0072300																						GES83607.1					
OG0072301																						GES83665.1					
OG0072302																						GES83671.1					
OG0072303																						GES83690.1					
OG0072304																						GES83692.1					
OG0072305																						GES83705.1					
OG0072306																						GES83743.1					
OG0072307																						GES83755.1					
OG0072308																						GES83779.1					
OG0072309																						GES83791.1					
OG0072310																						GES83801.1					
OG0072311																						GES83804.1					
OG0072312																						GES83808.1					
OG0072313																						GES83809.1					
OG0072314																						GES83810.1					
OG0072315																						GES83812.1					
OG0072316																						GES83817.1					
OG0072317																						GES83820.1					
OG0072318																						GES83821.1					
OG0072319																						GES83822.1					
OG0072320																						GES83830.1					
OG0072321																						GES83840.1					
OG0072322																						GES83841.1					
OG0072323																						GES83842.1					
OG0072324																						GES83849.1					
OG0072325																						GES83852.1					
OG0072326																						GES83857.1					
OG0072327																						GES83859.1					
OG0072328																						GES83864.1					
OG0072329																						GES83884.1					
OG0072330																						GES83886.1					
OG0072331																						GES83900.1					
OG0072332																						GES83903.1					
OG0072333																						GES83904.1					
OG0072334																						GES83906.1					
OG0072335																						GES83939.1					
OG0072336																						GES83940.1					
OG0072337																						GES83944.1					
OG0072338																						GES83947.1					
OG0072339																						GES83956.1					
OG0072340																						GES83961.1					
OG0072341																						GES83969.1					
OG0072342																						GES83983.1					
OG0072343																						GES83992.1					
OG0072344																						GES83995.1					
OG0072345																						GES83998.1					
OG0072346																						GES84009.1					
OG0072347																						GES84024.1					
OG0072348																						GES84028.1					
OG0072349																						GES84033.1					
OG0072350																						GES84042.1					
OG0072351																						GES84052.1					
OG0072352																						GES84173.1					
OG0072353																						GES84176.1					
OG0072354																						GES84187.1					
OG0072355																						GES84199.1					
OG0072356																						GES84203.1					
OG0072357																						GES84211.1					
OG0072358																						GES84212.1					
OG0072359																						GES84221.1					
OG0072360																						GES84228.1					
OG0072361																						GES84359.1					
OG0072362																						GES84410.1					
OG0072363																						GES84412.1					
OG0072364																						GES84434.1					
OG0072365																						GES84437.1					
OG0072366																						GES84464.1					
OG0072367																						GES84516.1					
OG0072368																						GES84518.1					
OG0072369																						GES84519.1					
OG0072370																						GES84538.1					
OG0072371																						GES84559.1					
OG0072372																						GES84561.1					
OG0072373																						GES84575.1					
OG0072374																						GES84587.1					
OG0072375																						GES84597.1					
OG0072376																						GES84630.1					
OG0072377																						GES84679.1					
OG0072378																						GES84696.1					
OG0072379																						GES84743.1					
OG0072380																						GES84762.1					
OG0072381																						GES84766.1					
OG0072382																						GES84792.1					
OG0072383																						GES84794.1					
OG0072384																						GES84795.1					
OG0072385																						GES84796.1					
OG0072386																						GES84827.1					
OG0072387																						GES84828.1					
OG0072388																						GES84840.1					
OG0072389																						GES84856.1					
OG0072390																						GES84928.1					
OG0072391																						GES84937.1					
OG0072392																						GES84938.1					
OG0072393																						GES84945.1					
OG0072394																						GES84959.1					
OG0072395																						GES84982.1					
OG0072396																						GES84988.1					
OG0072397																						GES84997.1					
OG0072398																						GES85018.1					
OG0072399																						GES85035.1					
OG0072400																						GES85040.1					
OG0072401																						GES85049.1					
OG0072402																						GES85050.1					
OG0072403																						GES85051.1					
OG0072404																						GES85056.1					
OG0072405																						GES85072.1					
OG0072406																						GES85125.1					
OG0072407																						GES85129.1					
OG0072408																						GES85135.1					
OG0072409																						GES85148.1					
OG0072410																						GES85169.1					
OG0072411																						GES85179.1					
OG0072412																						GES85181.1					
OG0072413																						GES85189.1					
OG0072414																						GES85230.1					
OG0072415																						GES85273.1					
OG0072416																						GES85282.1					
OG0072417																						GES85308.1					
OG0072418																						GES85340.1					
OG0072419																						GES85341.1					
OG0072420																						GES85384.1					
OG0072421																						GES85392.1					
OG0072422																						GES85394.1					
OG0072423																						GES85395.1					
OG0072424																						GES85396.1					
OG0072425																						GES85397.1					
OG0072426																						GES85398.1					
OG0072427																						GES85399.1					
OG0072428																						GES85400.1					
OG0072429																						GES85402.1					
OG0072430																						GES85403.1					
OG0072431																						GES85448.1					
OG0072432																						GES85496.1					
OG0072433																						GES85503.1					
OG0072434																						GES85505.1					
OG0072435																						GES85508.1					
OG0072436																						GES85512.1					
OG0072437																						GES85525.1					
OG0072438																						GES85527.1					
OG0072439																						GES85528.1					
OG0072440																						GES85534.1					
OG0072441																						GES85547.1					
OG0072442																						GES85550.1					
OG0072443																						GES85580.1					
OG0072444																						GES85585.1					
OG0072445																						GES85604.1					
OG0072446																						GES85605.1					
OG0072447																						GES85606.1					
OG0072448																						GES85615.1					
OG0072449																						GES85628.1					
OG0072450																						GES85629.1					
OG0072451																						GES85631.1					
OG0072452																						GES85634.1					
OG0072453																						GES85637.1					
OG0072454																						GES85638.1					
OG0072455																						GES85666.1					
OG0072456																						GES85667.1					
OG0072457																						GES85669.1					
OG0072458																						GES85678.1					
OG0072459																						GES85681.1					
OG0072460																						GES85693.1					
OG0072461																						GES85695.1					
OG0072462																						GES85701.1					
OG0072463																						GES85703.1					
OG0072464																						GES85740.1					
OG0072465																						GES85762.1					
OG0072466																						GES85779.1					
OG0072467																						GES85875.1					
OG0072468																						GES85880.1					
OG0072469																						GES85881.1					
OG0072470																						GES85884.1					
OG0072471																						GES85907.1					
OG0072472																						GES85946.1					
OG0072473																						GES85983.1					
OG0072474																						GES86001.1					
OG0072475																						GES86094.1					
OG0072476																						GES86099.1					
OG0072477																						GES86100.1					
OG0072478																						GES86109.1					
OG0072479																						GES86116.1					
OG0072480																						GES86126.1					
OG0072481																						GES86150.1					
OG0072482																						GES86156.1					
OG0072483																						GES86157.1					
OG0072484																						GES86176.1					
OG0072485																						GES86182.1					
OG0072486																						GES86202.1					
OG0072487																						GES86209.1					
OG0072488																						GES86211.1					
OG0072489																						GES86231.1					
OG0072490																						GES86238.1					
OG0072491																						GES86336.1					
OG0072492																						GES86350.1					
OG0072493																						GES86361.1					
OG0072494																						GES86371.1					
OG0072495																						GES86385.1					
OG0072496																						GES86387.1					
OG0072497																						GES86400.1					
OG0072498																						GES86406.1					
OG0072499																						GES86414.1					
OG0072500																						GES86425.1					
OG0072501																						GES86430.1					
OG0072502																						GES86432.1					
OG0072503																						GES86449.1					
OG0072504																						GES86454.1					
OG0072505																						GES86476.1					
OG0072506																						GES86531.1					
OG0072507																						GES86533.1					
OG0072508																						GES86540.1					
OG0072509																						GES86541.1					
OG0072510																						GES86590.1					
OG0072511																						GES86603.1					
OG0072512																						GES86614.1					
OG0072513																						GES86630.1					
OG0072514																						GES86657.1					
OG0072515																						GES86658.1					
OG0072516																						GES86700.1					
OG0072517																						GES86763.1					
OG0072518																						GES86773.1					
OG0072519																						GES86836.1					
OG0072520																						GES86837.1					
OG0072521																						GES87052.1					
OG0072522																						GES87054.1					
OG0072523																						GES87061.1					
OG0072524																						GES87067.1					
OG0072525																						GES87077.1					
OG0072526																						GES87082.1					
OG0072527																						GES87092.1					
OG0072528																						GES87159.1					
OG0072529																						GES87174.1					
OG0072530																						GES87187.1					
OG0072531																						GES87195.1					
OG0072532																						GES87205.1					
OG0072533																						GES87226.1					
OG0072534																						GES87229.1					
OG0072535																						GES87241.1					
OG0072536																						GES87332.1					
OG0072537																						GES87355.1					
OG0072538																						GES87373.1					
OG0072539																						GES87428.1					
OG0072540																						GES87432.1					
OG0072541																						GES87440.1					
OG0072542																						GES87483.1					
OG0072543																						GES87489.1					
OG0072544																						GES87498.1					
OG0072545																						GES87504.1					
OG0072546																						GES87506.1					
OG0072547																						GES87529.1					
OG0072548																						GES87539.1					
OG0072549																						GES87541.1					
OG0072550																						GES87558.1					
OG0072551																						GES87563.1					
OG0072552																						GES87598.1					
OG0072553																						GES87601.1					
OG0072554																						GES87616.1					
OG0072555																						GES87639.1					
OG0072556																						GES87647.1					
OG0072557																						GES87682.1					
OG0072558																						GES87696.1					
OG0072559																						GES87706.1					
OG0072560																						GES87714.1					
OG0072561																						GES87716.1					
OG0072562																						GES87737.1					
OG0072563																						GES87744.1					
OG0072564																						GES87798.1					
OG0072565																						GES87829.1					
OG0072566																						GES87830.1					
OG0072567																						GES87835.1					
OG0072568																						GES87896.1					
OG0072569																						GES87902.1					
OG0072570																						GES87934.1					
OG0072571																						GES87940.1					
OG0072572																						GES87943.1					
OG0072573																						GES87947.1					
OG0072574																						GES87949.1					
OG0072575																						GES87953.1					
OG0072576																						GES87960.1					
OG0072577																						GES87969.1					
OG0072578																						GES87971.1					
OG0072579																						GES87978.1					
OG0072580																						GES87993.1					
OG0072581																						GES87998.1					
OG0072582																						GES88014.1					
OG0072583																						GES88032.1					
OG0072584																						GES88033.1					
OG0072585																						GES88037.1					
OG0072586																						GES88040.1					
OG0072587																						GES88042.1					
OG0072588																						GES88043.1					
OG0072589																						GES88047.1					
OG0072590																						GES88048.1					
OG0072591																						GES88060.1					
OG0072592																						GES88089.1					
OG0072593																						GES88102.1					
OG0072594																						GES88106.1					
OG0072595																						GES88108.1					
OG0072596																						GES88110.1					
OG0072597																						GES88134.1					
OG0072598																						GES88137.1					
OG0072599																						GES88150.1					
OG0072600																						GES88162.1					
OG0072601																						GES88165.1					
OG0072602																						GES88170.1					
OG0072603																						GES88177.1					
OG0072604																						GES88181.1					
OG0072605																						GES88188.1					
OG0072606																						GES88199.1					
OG0072607																						GES88211.1					
OG0072608																						GES88252.1					
OG0072609																						GES88305.1					
OG0072610																						GES88308.1					
OG0072611																						GES88309.1					
OG0072612																						GES88327.1					
OG0072613																						GES88354.1					
OG0072614																						GES88355.1					
OG0072615																						GES88357.1					
OG0072616																						GES88368.1					
OG0072617																						GES88372.1					
OG0072618																						GES88395.1					
OG0072619																						GES88397.1					
OG0072620																						GES88480.1					
OG0072621																						GES88650.1					
OG0072622																						GES88660.1					
OG0072623																						GES88665.1					
OG0072624																						GES88666.1					
OG0072625																						GES88711.1					
OG0072626																						GES88740.1					
OG0072627																						GES88772.1					
OG0072628																						GES88794.1					
OG0072629																						GES88808.1					
OG0072630																						GES88819.1					
OG0072631																						GES88823.1					
OG0072632																						GES88826.1					
OG0072633																						GES88833.1					
OG0072634																						GES88877.1					
OG0072635																						GES88889.1					
OG0072636																						GES88929.1					
OG0072637																						GES88931.1					
OG0072638																						GES88935.1					
OG0072639																						GES88940.1					
OG0072640																						GES89046.1					
OG0072641																						GES89059.1					
OG0072642																						GES89078.1					
OG0072643																						GES89107.1					
OG0072644																						GES89174.1					
OG0072645																						GES89250.1					
OG0072646																						GES89291.1					
OG0072647																						GES89306.1					
OG0072648																						GES89313.1					
OG0072649																						GES89406.1					
OG0072650																						GES89407.1					
OG0072651																						GES89409.1					
OG0072652																						GES89418.1					
OG0072653																						GES89419.1					
OG0072654																						GES89420.1					
OG0072655																						GES89421.1					
OG0072656																						GES89454.1					
OG0072657																						GES89470.1					
OG0072658																						GES89474.1					
OG0072659																						GES89520.1					
OG0072660																						GES89539.1					
OG0072661																						GES89542.1					
OG0072662																						GES89593.1					
OG0072663																						GES89659.1					
OG0072664																						GES89662.1					
OG0072665																						GES89669.1					
OG0072666																						GES89791.1					
OG0072667																						GES89824.1					
OG0072668																						GES89840.1					
OG0072669																						GES89848.1					
OG0072670																						GES89869.1					
OG0072671																						GES89925.1					
OG0072672																						GES89931.1					
OG0072673																						GES89935.1					
OG0072674																						GES89940.1					
OG0072675																						GES89941.1					
OG0072676																						GES89946.1					
OG0072677																						GES89959.1					
OG0072678																						GES89970.1					
OG0072679																						GES89972.1					
OG0072680																						GES89973.1					
OG0072681																						GES89980.1					
OG0072682																						GES90000.1					
OG0072683																						GES90004.1					
OG0072684																						GES90008.1					
OG0072685																						GES90012.1					
OG0072686																						GES90014.1					
OG0072687																						GES90024.1					
OG0072688																						GES90029.1					
OG0072689																						GES90030.1					
OG0072690																						GES90045.1					
OG0072691																						GES90049.1					
OG0072692																						GES90056.1					
OG0072693																						GES90066.1					
OG0072694																						GES90104.1					
OG0072695																						GES90109.1					
OG0072696																						GES90114.1					
OG0072697																						GES90115.1					
OG0072698																						GES90118.1					
OG0072699																						GES90141.1					
OG0072700																						GES90150.1					
OG0072701																						GES90162.1					
OG0072702																						GES90174.1					
OG0072703																						GES90182.1					
OG0072704																						GES90192.1					
OG0072705																						GES90208.1					
OG0072706																						GES90213.1					
OG0072707																						GES90214.1					
OG0072708																						GES90215.1					
OG0072709																						GES90219.1					
OG0072710																						GES90231.1					
OG0072711																						GES90234.1					
OG0072712																						GES90240.1					
OG0072713																						GES90244.1					
OG0072714																						GES90245.1					
OG0072715																						GES90246.1					
OG0072716																						GES90252.1					
OG0072717																						GES90254.1					
OG0072718																						GES90258.1					
OG0072719																						GES90302.1					
OG0072720																						GES90305.1					
OG0072721																						GES90310.1					
OG0072722																						GES90311.1					
OG0072723																						GES90312.1					
OG0072724																						GES90321.1					
OG0072725																						GES90325.1					
OG0072726																						GES90333.1					
OG0072727																						GES90336.1					
OG0072728																						GES90343.1					
OG0072729																						GES90355.1					
OG0072730																						GES90362.1					
OG0072731																						GES90363.1					
OG0072732																						GES90366.1					
OG0072733																						GES90380.1					
OG0072734																						GES90414.1					
OG0072735																						GES90423.1					
OG0072736																						GES90441.1					
OG0072737																						GES90470.1					
OG0072738																						GES90473.1					
OG0072739																						GES90482.1					
OG0072740																						GES90485.1					
OG0072741																						GES90488.1					
OG0072742																						GES90498.1					
OG0072743																						GES90505.1					
OG0072744																						GES90634.1					
OG0072745																						GES90658.1					
OG0072746																						GES90717.1					
OG0072747																						GES90737.1					
OG0072748																						GES90738.1					
OG0072749																						GES90739.1					
OG0072750																						GES90758.1					
OG0072751																						GES90764.1					
OG0072752																						GES90778.1					
OG0072753																						GES90830.1					
OG0072754																						GES90888.1					
OG0072755																						GES90893.1					
OG0072756																						GES90894.1					
OG0072757																						GES90895.1					
OG0072758																						GES90903.1					
OG0072759																						GES90905.1					
OG0072760																						GES90925.1					
OG0072761																						GES90932.1					
OG0072762																						GES90959.1					
OG0072763																						GES90965.1					
OG0072764																						GES90975.1					
OG0072765																						GES90979.1					
OG0072766																						GES90990.1					
OG0072767																						GES90992.1					
OG0072768																						GES91015.1					
OG0072769																						GES91017.1					
OG0072770																						GES91018.1					
OG0072771																						GES91034.1					
OG0072772																						GES91069.1					
OG0072773																						GES91071.1					
OG0072774																						GES91072.1					
OG0072775																						GES91075.1					
OG0072776																						GES91080.1					
OG0072777																						GES91087.1					
OG0072778																						GES91101.1					
OG0072779																						GES91107.1					
OG0072780																						GES91129.1					
OG0072781																						GES91131.1					
OG0072782																						GES91158.1					
OG0072783																						GES91160.1					
OG0072784																						GES91163.1					
OG0072785																						GES91164.1					
OG0072786																						GES91185.1					
OG0072787																						GES91186.1					
OG0072788																						GES91223.1					
OG0072789																						GES91283.1					
OG0072790																						GES91287.1					
OG0072791																						GES91306.1					
OG0072792																						GES91329.1					
OG0072793																						GES91371.1					
OG0072794																						GES91384.1					
OG0072795																						GES91395.1					
OG0072796																						GES91419.1					
OG0072797																						GES91423.1					
OG0072798																						GES91424.1					
OG0072799																						GES91428.1					
OG0072800																						GES91479.1					
OG0072801																						GES91535.1					
OG0072802																						GES91567.1					
OG0072803																						GES91568.1					
OG0072804																						GES91570.1					
OG0072805																						GES91600.1					
OG0072806																						GES91601.1					
OG0072807																						GES91602.1					
OG0072808																						GES91613.1					
OG0072809																						GES91616.1					
OG0072810																						GES91618.1					
OG0072811																						GES91620.1					
OG0072812																						GES91627.1					
OG0072813																						GES91628.1					
OG0072814																						GES91641.1					
OG0072815																						GES91644.1					
OG0072816																						GES91646.1					
OG0072817																						GES91648.1					
OG0072818																						GES91653.1					
OG0072819																						GES91654.1					
OG0072820																						GES91656.1					
OG0072821																						GES91657.1					
OG0072822																						GES91659.1					
OG0072823																						GES91660.1					
OG0072824																						GES91664.1					
OG0072825																						GES91670.1					
OG0072826																						GES91672.1					
OG0072827																						GES91673.1					
OG0072828																						GES91677.1					
OG0072829																						GES91679.1					
OG0072830																						GES91680.1					
OG0072831																						GES91682.1					
OG0072832																						GES91684.1					
OG0072833																						GES91686.1					
OG0072834																						GES91689.1					
OG0072835																						GES91690.1					
OG0072836																						GES91691.1					
OG0072837																						GES91697.1					
OG0072838																						GES91702.1					
OG0072839																						GES91703.1					
OG0072840																						GES91708.1					
OG0072841																						GES91709.1					
OG0072842																						GES91711.1					
OG0072843																						GES91712.1					
OG0072844																						GES91714.1					
OG0072845																						GES91716.1					
OG0072846																						GES91718.1					
OG0072847																						GES91719.1					
OG0072848																						GES91720.1					
OG0072849																						GES91721.1					
OG0072850																						GES91723.1					
OG0072851																						GES91726.1					
OG0072852																						GES91734.1					
OG0072853																						GES91742.1					
OG0072854																						GES91744.1					
OG0072855																						GES91746.1					
OG0072856																						GES91749.1					
OG0072857																						GES91750.1					
OG0072858																						GES91754.1					
OG0072859																						GES91755.1					
OG0072860																						GES91756.1					
OG0072861																						GES91758.1					
OG0072862																						GES91761.1					
OG0072863																						GES91762.1					
OG0072864																						GES91768.1					
OG0072865																						GES91769.1					
OG0072866																						GES91784.1					
OG0072867																						GES91786.1					
OG0072868																						GES91787.1					
OG0072869																						GES91794.1					
OG0072870																						GES91804.1					
OG0072871																						GES91812.1					
OG0072872																						GES91814.1					
OG0072873																						GES91843.1					
OG0072874																						GES91852.1					
OG0072875																						GES91861.1					
OG0072876																						GES91875.1					
OG0072877																						GES91878.1					
OG0072878																						GES91882.1					
OG0072879																						GES91891.1					
OG0072880																						GES91904.1					
OG0072881																						GES91909.1					
OG0072882																						GES91928.1					
OG0072883																						GES91940.1					
OG0072884																						GES91952.1					
OG0072885																						GES91960.1					
OG0072886																						GES91963.1					
OG0072887																						GES91997.1					
OG0072888																						GES92037.1					
OG0072889																						GES92041.1					
OG0072890																						GES92042.1					
OG0072891																						GES92051.1					
OG0072892																						GES92060.1					
OG0072893																						GES92099.1					
OG0072894																						GES92115.1					
OG0072895																						GES92163.1					
OG0072896																						GES92198.1					
OG0072897																						GES92202.1					
OG0072898																						GES92218.1					
OG0072899																						GES92225.1					
OG0072900																						GES92233.1					
OG0072901																						GES92264.1					
OG0072902																						GES92286.1					
OG0072903																						GES92289.1					
OG0072904																						GES92290.1					
OG0072905																						GES92291.1					
OG0072906																						GES92292.1					
OG0072907																						GES92309.1					
OG0072908																						GES92315.1					
OG0072909																						GES92321.1					
OG0072910																						GES92334.1					
OG0072911																						GES92359.1					
OG0072912																						GES92370.1					
OG0072913																						GES92413.1					
OG0072914																						GES92427.1					
OG0072915																						GES92434.1					
OG0072916																						GES92435.1					
OG0072917																						GES92463.1					
OG0072918																						GES92470.1					
OG0072919																						GES92483.1					
OG0072920																						GES92495.1					
OG0072921																						GES92497.1					
OG0072922																						GES92506.1					
OG0072923																						GES92596.1					
OG0072924																						GES92673.1					
OG0072925																						GES92694.1					
OG0072926																						GES92698.1					
OG0072927																						GES92730.1					
OG0072928																						GES92763.1					
OG0072929																						GES92816.1					
OG0072930																						GES92818.1					
OG0072931																						GES92869.1					
OG0072932																						GES92874.1					
OG0072933																						GES92879.1					
OG0072934																						GES92902.1					
OG0072935																						GES92905.1					
OG0072936																						GES92913.1					
OG0072937																						GES92937.1					
OG0072938																						GES92939.1					
OG0072939																						GES92964.1					
OG0072940																						GES92988.1					
OG0072941																						GES93049.1					
OG0072942																						GES93069.1					
OG0072943																						GES93072.1					
OG0072944																						GES93112.1					
OG0072945																						GES93116.1					
OG0072946																						GES93118.1					
OG0072947																						GES93125.1					
OG0072948																						GES93132.1					
OG0072949																						GES93133.1					
OG0072950																						GES93137.1					
OG0072951																						GES93142.1					
OG0072952																						GES93151.1					
OG0072953																						GES93186.1					
OG0072954																						GES93199.1					
OG0072955																						GES93220.1					
OG0072956																						GES93239.1					
OG0072957																						GES93293.1					
OG0072958																						GES93298.1					
OG0072959																						GES93299.1					
OG0072960																						GES93308.1					
OG0072961																						GES93336.1					
OG0072962																						GES93340.1					
OG0072963																						GES93347.1					
OG0072964																						GES93348.1					
OG0072965																						GES93371.1					
OG0072966																						GES93373.1					
OG0072967																						GES93374.1					
OG0072968																						GES93375.1					
OG0072969																						GES93380.1					
OG0072970																						GES93404.1					
OG0072971																						GES93407.1					
OG0072972																						GES93413.1					
OG0072973																						GES93421.1					
OG0072974																						GES93435.1					
OG0072975																						GES93436.1					
OG0072976																						GES93440.1					
OG0072977																						GES93463.1					
OG0072978																						GES93468.1					
OG0072979																						GES93487.1					
OG0072980																						GES93503.1					
OG0072981																						GES93505.1					
OG0072982																						GES93509.1					
OG0072983																						GES93520.1					
OG0072984																						GES93532.1					
OG0072985																						GES93544.1					
OG0072986																						GES93548.1					
OG0072987																						GES93553.1					
OG0072988																						GES93557.1					
OG0072989																						GES93560.1					
OG0072990																						GES93589.1					
OG0072991																						GES93590.1					
OG0072992																						GES93606.1					
OG0072993																						GES93612.1					
OG0072994																						GES93613.1					
OG0072995																						GES93622.1					
OG0072996																						GES93633.1					
OG0072997																						GES93639.1					
OG0072998																						GES93652.1					
OG0072999																						GES93655.1					
OG0073000																						GES93657.1					
OG0073001																						GES93661.1					
OG0073002																						GES93688.1					
OG0073003																						GES93720.1					
OG0073004																						GES93732.1					
OG0073005																						GES93755.1					
OG0073006																						GES93864.1					
OG0073007																						GES93897.1					
OG0073008																						GES93916.1					
OG0073009																						GES93917.1					
OG0073010																						GES93919.1					
OG0073011																						GES93922.1					
OG0073012																						GES93938.1					
OG0073013																						GES93939.1					
OG0073014																						GES93941.1					
OG0073015																						GES93964.1					
OG0073016																						GES94015.1					
OG0073017																						GES94016.1					
OG0073018																						GES94019.1					
OG0073019																						GES94044.1					
OG0073020																						GES94045.1					
OG0073021																						GES94050.1					
OG0073022																						GES94077.1					
OG0073023																						GES94087.1					
OG0073024																						GES94091.1					
OG0073025																						GES94130.1					
OG0073026																						GES94153.1					
OG0073027																						GES94154.1					
OG0073028																						GES94189.1					
OG0073029																						GES94198.1					
OG0073030																						GES94216.1					
OG0073031																						GES94238.1					
OG0073032																						GES94259.1					
OG0073033																						GES94276.1					
OG0073034																						GES94363.1					
OG0073035																						GES94366.1					
OG0073036																						GES94370.1					
OG0073037																						GES94376.1					
OG0073038																						GES94380.1					
OG0073039																						GES94381.1					
OG0073040																						GES94432.1					
OG0073041																						GES94468.1					
OG0073042																						GES94472.1					
OG0073043																						GES94519.1					
OG0073044																						GES94529.1					
OG0073045																						GES94584.1					
OG0073046																						GES94586.1					
OG0073047																						GES94597.1					
OG0073048																						GES94676.1					
OG0073049																						GES94736.1					
OG0073050																						GES94772.1					
OG0073051																						GES94777.1					
OG0073052																						GES94778.1					
OG0073053																						GES94805.1					
OG0073054																						GES94811.1					
OG0073055																						GES94833.1					
OG0073056																						GES94837.1					
OG0073057																						GES94842.1					
OG0073058																						GES94878.1					
OG0073059																						GES94884.1					
OG0073060																						GES94892.1					
OG0073061																						GES94912.1					
OG0073062																						GES94913.1					
OG0073063																						GES94918.1					
OG0073064																						GES94928.1					
OG0073065																						GES94935.1					
OG0073066																						GES94939.1					
OG0073067																						GES94941.1					
OG0073068																						GES94951.1					
OG0073069																						GES94954.1					
OG0073070																						GES94971.1					
OG0073071																						GES94979.1					
OG0073072																						GES94984.1					
OG0073073																						GES95028.1					
OG0073074																						GES95046.1					
OG0073075																						GES95050.1					
OG0073076																						GES95059.1					
OG0073077																						GES95076.1					
OG0073078																						GES95086.1					
OG0073079																						GES95118.1					
OG0073080																						GES95246.1					
OG0073081																						GES95251.1					
OG0073082																						GES95278.1					
OG0073083																						GES95286.1					
OG0073084																						GES95288.1					
OG0073085																						GES95289.1					
OG0073086																						GES95299.1					
OG0073087																						GES95301.1					
OG0073088																						GES95306.1					
OG0073089																						GES95334.1					
OG0073090																						GES95344.1					
OG0073091																						GES95347.1					
OG0073092																						GES95363.1					
OG0073093																						GES95369.1					
OG0073094																						GES95373.1					
OG0073095																						GES95379.1					
OG0073096																						GES95405.1					
OG0073097																						GES95418.1					
OG0073098																						GES95420.1					
OG0073099																						GES95444.1					
OG0073100																						GES95452.1					
OG0073101																						GES95459.1					
OG0073102																						GES95465.1					
OG0073103																						GES95480.1					
OG0073104																						GES95487.1					
OG0073105																						GES95497.1					
OG0073106																						GES95513.1					
OG0073107																						GES95526.1					
OG0073108																						GES95531.1					
OG0073109																						GES95533.1					
OG0073110																						GES95534.1					
OG0073111																						GES95554.1					
OG0073112																						GES95558.1					
OG0073113																						GES95562.1					
OG0073114																						GES95568.1					
